word,word_length_for_file,number_of_guess_for_file,number_of_incorrect_guesses_for_file,which_list_solved_word,letters_guessed_in_order,letters_guessed_incorrectly
honey,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'y', 'o', 'm', 'h']","{'r', 'm'}"
injure,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'a', 'c', 'u', 'j', 'r']","{'c', 'a'}"
combined,8,9,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'o', 'c', 'b', 'n', 'm', 'i']",{'r'}
guy,3,13,10,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'u', 'b', 'n', 't', 'm', 'h', 'c', 'y', 'g']","{'e', 'h', 'c', 't', 'b', 'n', 'm', 'a', 'i', 'o'}"
deploy,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'h', 'd', 'y', 'p', 'o']","{'r', 'h'}"
i,1,2,1,5000EnglishWordsFrequency.txt,"['a', 'i']",{'a'}
beauty,6,10,4,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'n', 't', 'u', 'y', 'd', 'b', 'a']","{'r', 'l', 'd', 'n'}"
fist,4,12,8,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'n', 's', 'd', 'h', 'r', 't', 'f']","{'e', 'h', 'r', 'n', 'd', 'a', 'l', 'o'}"
majority,8,10,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'y', 'a', 'j', 't', 'r', 'm', 'o']","{'e', 'n'}"
apparent,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'n', 't', 'm', 'a', 'r', 'p']",{'m'}
neutral,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'r', 't', 'n', 'u', 'a', 'l']",{'i'}
written,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 't', 'n', 'w', 'i']",{'o'}
bitter,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'm', 'b', 'u', 'i']","{'u', 'm'}"
scene,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'h', 'c', 'n', 's']",{'h'}
attorney,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'y', 'a', 'o']",set()
fixed,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'l', 'i', 'd', 'x', 'm', 'f']","{'r', 'm', 'l', 'n'}"
offering,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'f', 'g', 'i', 'o']",set()
of,2,5,3,5000EnglishWordsFrequency.txt,"['o', 'r', 'k', 'n', 'f']","{'r', 'k', 'n'}"
canvas,6,8,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'c', 's', 'v', 'n']","{'e', 'o', 'i'}"
age,3,7,4,5000EnglishWordsFrequency.txt,"['a', 'd', 's', 'r', 'g', 'o', 'e']","{'r', 's', 'd', 'o'}"
cash,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 's', 't', 'h', 'w', 'c']","{'e', 't', 'r', 'n', 'w', 'l', 'o'}"
attitude,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 't', 'd']",set()
great,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'b', 'm', 't', 'g']","{'m', 'b'}"
heart,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'b', 'n', 'h', 't']","{'b', 'n'}"
why,3,10,7,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'u', 'y', 's', 'r', 'h', 'w']","{'e', 'u', 'r', 'a', 'i', 'o', 's'}"
annual,6,8,4,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'u', 'l', 'c', 'n']","{'e', 'c', 'o', 'i'}"
block,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'c', 'k', 's', 'b', 'l']","{'r', 'e', 'a', 's'}"
fly,3,11,8,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'u', 'y', 's', 'r', 'h', 'l', 'f']","{'e', 'u', 'h', 'r', 'a', 'i', 'o', 's'}"
tube,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'r', 't', 'n', 'b']","{'r', 'n', 'a', 'i', 'o'}"
wealth,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'h', 't', 'a', 'w']",{'r'}
squeeze,7,5,0,5000EnglishWordsFrequency.txt,"['e', 'u', 'z', 'q', 's']",set()
charity,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'u', 'a', 't', 'r', 'c', 'h', 'y']","{'e', 'u', 'n'}"
legend,6,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'l', 'n', 'd', 'g']",{'t'}
voting,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'r', 'o', 'c', 't', 'v']","{'r', 'e', 'c'}"
handful,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'n', 'h', 'u', 'f', 'd', 'l']","{'e', 'i'}"
partial,7,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'u', 'a', 't', 'r', 'p', 'l']","{'e', 'u', 'n'}"
cookie,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 'k', 'o']",set()
effective,9,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'v', 'x', 'c', 't', 'f']",{'x'}
vessel,6,5,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'v', 's']",{'r'}
trip,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'p', 'l', 'h', 'r', 'g', 't']","{'e', 'h', 'g', 'a', 'l', 'o'}"
minimal,7,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'm', 'n', 'a', 'l']",{'e'}
fisherman,9,9,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'h', 'f', 'm', 'a', 'i', 's']",set()
restore,7,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'o', 's']",set()
seventh,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'h', 't', 'v', 's']",set()
terribly,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'b', 'r', 'y', 'l']",set()
scientist,9,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'n', 'i', 's']",set()
jurisdiction,12,10,0,5000EnglishWordsFrequency.txt,"['i', 'c', 'u', 'j', 't', 'r', 'n', 'd', 'o', 's']",set()
hunger,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'a', 'g', 'i', 'h', 'u']","{'i', 'a', 't'}"
layer,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'a', 'l', 's', 't', 'y']","{'s', 't', 'o'}"
ceremony,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'n', 'y', 'm', 'o']",set()
bureau,6,8,3,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'r', 's', 'n', 'u', 'b']","{'s', 't', 'n'}"
theory,6,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'h', 'r', 'y', 'o']",set()
gay,3,10,7,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'p', 'w', 'd', 'm', 'h', 'b', 'g']","{'h', 't', 'b', 'd', 'm', 'w', 'p'}"
trash,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'i', 'c', 'h', 's']","{'e', 'c', 'i'}"
specialist,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'c', 'e', 't', 'a', 'p', 'l', 's']",set()
dot,3,9,6,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'p', 'l', 'n', 'h', 'd']","{'e', 'h', 'n', 'a', 'p', 'l'}"
productivity,12,10,0,5000EnglishWordsFrequency.txt,"['i', 't', 'u', 'c', 'r', 'v', 'd', 'y', 'p', 'o']",set()
other,5,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 't', 'h']",set()
delay,5,5,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'd', 'y']",set()
warm,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'm', 'f', 'h', 'w']","{'e', 'h', 'f', 'l', 'o'}"
make,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'l', 'k']","{'r', 'l', 't', 's'}"
late,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'h', 'r', 'd', 'f', 'm', 'l']","{'h', 'r', 'f', 'd', 'm'}"
customer,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'r', 's', 'c', 'u', 't', 'm', 'o']",set()
downtown,8,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 't', 'n', 'd', 'w']","{'e', 'i'}"
cheese,6,5,1,5000EnglishWordsFrequency.txt,"['e', 'r', 's', 'c', 'h']",{'r'}
sustain,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'n', 'u', 'c', 's']","{'e', 'c'}"
property,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'y', 'p', 'o', 'l', 't']",{'l'}
rail,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'i', 't', 'n', 'f', 's', 'j', 'r']","{'e', 'j', 't', 'f', 'n', 'o', 's'}"
bill,4,13,10,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'h', 'k', 'w', 'm', 't', 'p', 'f', 'b']","{'e', 'h', 't', 'f', 'm', 'k', 'a', 'w', 'p', 'o'}"
uncertainty,11,9,0,5000EnglishWordsFrequency.txt,"['t', 'n', 'u', 'e', 'c', 'r', 'y', 'a', 'i']",set()
hotel,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'l', 'o', 't', 'h']","{'r', 'n'}"
city,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'n', 's', 't', 'h', 'y', 'c']","{'e', 'h', 'n', 'a', 'l', 'o', 's'}"
transmission,12,8,0,5000EnglishWordsFrequency.txt,"['i', 't', 'r', 'n', 'm', 'a', 'o', 's']",set()
come,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'p', 'n', 'm', 'h', 'c']","{'h', 'n', 'a', 'i', 'p', 's'}"
require,7,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'u', 'q', 'i']",{'t'}
gap,3,9,6,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'r', 'p', 'm', 'l', 'c', 'g']","{'c', 't', 'r', 'y', 'm', 'l'}"
ultimately,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'u', 'y', 'm', 'a', 'l']",set()
jury,4,12,8,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'u', 'b', 't', 'c', 'p', 'r', 'j', 'y']","{'e', 'c', 't', 'b', 'a', 'i', 'p', 'o'}"
convert,7,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'o', 'n', 'v', 'r']",set()
internet,8,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'i']",set()
aside,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 's', 'd', 'i']",{'l'}
storage,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'r', 't', 'g', 'a', 's']",{'i'}
side,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'l', 'n', 't', 'w', 'd', 'h', 's']","{'h', 't', 'r', 'n', 'a', 'w', 'l'}"
truth,5,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 'u', 't', 'r', 'h']","{'e', 'a', 'o', 'i'}"
sentiment,9,6,0,5000EnglishWordsFrequency.txt,"['e', 'n', 't', 'm', 'i', 's']",set()
rumor,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'u', 'm']","{'e', 'a'}"
limit,5,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 'v', 'l', 't', 'm']","{'v', 'e', 'a', 'o'}"
translation,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'r', 'n', 'a', 'i', 'l', 'o', 's']",set()
rational,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'n', 'r', 'l', 'o']",{'e'}
frozen,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'o', 'b', 'z', 'f']",{'b'}
pilot,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'i', 'd', 't', 'p', 'l']","{'r', 'e', 'a', 'd'}"
husband,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'u', 's', 'h', 'b', 'n', 'd']","{'e', 'o', 'i'}"
degree,6,4,0,5000EnglishWordsFrequency.txt,"['e', 'd', 'r', 'g']",set()
therapist,9,8,0,5000EnglishWordsFrequency.txt,"['e', 't', 'h', 'r', 'a', 'i', 'p', 's']",set()
electricity,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'c', 'r', 'y', 'i', 'l']",set()
twice,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 's', 'u', 'w', 'c', 't']","{'r', 'u', 'a', 's'}"
ring,4,12,8,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'n', 'd', 'g', 's', 'w', 'k', 'r']","{'e', 'd', 'k', 'a', 'w', 'l', 'o', 's'}"
found,5,12,7,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'd', 'n', 'r', 's', 'w', 'p', 'f']","{'e', 't', 'r', 'a', 'w', 'p', 's'}"
instructor,10,8,0,5000EnglishWordsFrequency.txt,"['i', 't', 'u', 'c', 'r', 'n', 'o', 's']",set()
bacteria,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 't', 'b', 'a', 'i']",set()
energy,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'g', 'y', 'n']",set()
throughout,10,8,2,5000EnglishWordsFrequency.txt,"['i', 'e', 'o', 't', 'h', 'u', 'r', 'g']","{'e', 'i'}"
compensation,12,10,0,5000EnglishWordsFrequency.txt,"['i', 't', 'c', 'e', 'n', 'm', 'a', 'p', 'o', 's']",set()
unlikely,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'u', 'y', 'k', 'i', 'l']",set()
striking,8,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'r', 'n', 'g', 'k', 's']","{'e', 'a'}"
inform,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'r', 'u', 'f', 'm', 'o']","{'e', 'u'}"
influential,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'f', 'n', 'u', 'e', 'a', 'l']",set()
basketball,10,8,1,5000EnglishWordsFrequency.txt,"['i', 'e', 's', 't', 'b', 'k', 'a', 'l']",{'i'}
tool,4,7,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'f', 'c', 'p', 't']","{'e', 'p', 'c', 'f'}"
address,7,7,2,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'r', 'm', 'd', 'a']","{'m', 't'}"
typical,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'l', 'c', 'u', 't', 'y', 'p']","{'e', 'u'}"
define,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 't', 'i', 'f', 'n']","{'r', 't'}"
wonder,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'a', 'g', 'd', 'w', 'o']","{'a', 't', 'g'}"
enough,6,8,2,5000EnglishWordsFrequency.txt,"['e', 't', 'l', 'n', 'u', 'h', 'g', 'o']","{'l', 't'}"
interpretation,14,8,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'r', 'n', 'a', 'i', 'p', 'o']",set()
criteria,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'y', 'c', 't', 'a', 'i']",{'y'}
membership,10,9,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'h', 'r', 'p', 's', 'd', 'b', 'm']",{'d'}
organized,9,9,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'z', 'n', 'g', 'd', 'a', 'i', 'o']",set()
awareness,9,6,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'r', 'a', 'w', 's']",set()
eleven,6,4,0,5000EnglishWordsFrequency.txt,"['e', 'v', 'l', 'n']",set()
belong,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'o', 'b', 'n', 'g']",{'r'}
shade,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'h', 'm', 'r', 'k', 'p', 'd']","{'r', 'm', 'k', 'p'}"
behind,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'n', 'd', 'o', 'h', 'b', 'i']","{'r', 'l', 'o'}"
lack,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'n', 'm', 't', 'd', 'c', 'k']","{'e', 't', 'n', 'd', 'm', 'o'}"
east,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'y', 't']",{'y'}
minimize,8,5,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'z', 'n', 'm']",set()
nut,3,8,5,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'u', 'b', 'n', 't']","{'e', 'b', 'a', 'i', 'o'}"
concentrate,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'c', 'r', 'n', 'a', 'o']",set()
compromise,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'c', 'e', 'r', 'm', 'p', 's']",set()
article,7,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'a', 'c', 'r', 'l']",set()
wait,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 's', 't', 'c', 'i', 'w']","{'e', 'c', 'r', 'n', 'l', 'o', 's'}"
extra,5,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'n', 'a', 'x']",{'n'}
yellow,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'w', 'o', 'y']",{'r'}
orange,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'n', 'c', 'r', 'g', 'o']","{'c', 'i'}"
worth,5,10,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'r', 'h', 'f', 'n', 'w']","{'e', 'u', 'f', 'n', 'a'}"
permission,10,9,1,5000EnglishWordsFrequency.txt,"['i', 'c', 'e', 'r', 'n', 'm', 'p', 'o', 's']",{'c'}
once,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'c', 'n']","{'i', 'a'}"
basic,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'c', 'n', 'g', 'b', 's']","{'e', 'g', 'n'}"
poet,4,5,1,5000EnglishWordsFrequency.txt,"['e', 't', 'd', 'p', 'o']",{'d'}
primarily,9,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'r', 'y', 'm', 'a', 'p', 'l']",{'e'}
technique,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'c', 'h', 'u', 't', 'q', 'i']",set()
supply,6,10,5,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'r', 'u', 'y', 'p', 'l', 's']","{'e', 'r', 'a', 'i', 'o'}"
device,6,8,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 't', 'i', 'f', 'c', 'v']","{'r', 't', 'f'}"
sunlight,8,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 'u', 'h', 't', 'n', 'g', 's']",{'e'}
midnight,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'h', 'g', 'd', 'm', 'n']",{'e'}
interrupt,9,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'u', 'r', 'n', 'i', 'p']",set()
dead,4,10,7,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'l', 't', 'm', 'k', 'h', 'b', 'd']","{'h', 't', 'b', 'r', 'm', 'k', 'l'}"
peaceful,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'c', 'u', 'f', 'a', 'p', 'l']",set()
scientific,10,7,0,5000EnglishWordsFrequency.txt,"['i', 'c', 'e', 't', 'f', 'n', 's']",set()
disturb,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'y', 'd', 's', 't', 'u', 'b', 'r']","{'y', 'e'}"
reaction,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'r', 't', 'n', 'a', 'c', 'o']",set()
environment,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'n', 'e', 'v', 'r', 'm', 'i', 'o']",set()
beneath,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'n', 't', 'h', 'b', 'a']",set()
congress,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'c', 'r', 'g', 'o', 's']",set()
electronic,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 't', 'r', 'n', 'l', 'o']",set()
recommendation,14,10,0,5000EnglishWordsFrequency.txt,"['t', 'c', 'e', 'r', 'n', 'd', 'm', 'a', 'i', 'o']",set()
code,4,12,8,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'p', 'n', 'm', 'l', 'c', 'r', 'd']","{'r', 'n', 'm', 'a', 'i', 'p', 'l', 's'}"
compelling,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'l', 'c', 'e', 'n', 'g', 'm', 'p']",set()
dancing,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'd', 'c', 'a']",{'e'}
altogether,10,9,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'h', 't', 'r', 'g', 'a', 'l', 'o']",{'i'}
following,9,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 'f', 'n', 'g', 'w', 'l']","{'e', 'c'}"
usually,7,8,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'u', 'y', 'l', 's']","{'e', 't', 'i'}"
offense,7,6,1,5000EnglishWordsFrequency.txt,"['e', 's', 'i', 'f', 'n', 'o']",{'i'}
exceed,6,4,0,5000EnglishWordsFrequency.txt,"['e', 'd', 'c', 'x']",set()
identify,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'f', 'n', 'd', 'y']",set()
intention,9,5,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'i', 'o']",set()
run,3,11,8,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'u', 'b', 'n', 'g', 's', 'f', 'r']","{'e', 'b', 'f', 'g', 'a', 'i', 'o', 's'}"
headline,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'n', 'd', 'h', 'i', 'l']",set()
oh,2,6,4,5000EnglishWordsFrequency.txt,"['o', 'r', 'k', 'n', 'f', 'h']","{'r', 'k', 'f', 'n'}"
these,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'h', 't', 'm', 'r', 's']","{'r', 'm'}"
continued,9,9,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'u', 't', 'n', 'd', 'i', 'o']",{'r'}
officially,10,8,1,5000EnglishWordsFrequency.txt,"['i', 't', 'c', 'f', 'y', 'a', 'l', 'o']",{'t'}
invent,6,7,2,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'c', 'n', 'v', 'i']","{'c', 's'}"
note,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'p', 'n', 't']","{'i', 'p', 'a', 's'}"
stress,6,4,0,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'r']",set()
agreement,9,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'g', 'n', 'm', 'a']",set()
hurt,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'u', 'b', 't', 's', 'h', 'n', 'r']","{'e', 'b', 'n', 'a', 'i', 'o', 's'}"
episode,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'c', 'p', 'd', 'i', 'o', 's']",{'c'}
beat,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'l', 't', 'm', 'h', 'n', 's', 'b']","{'h', 'r', 'n', 'm', 'l', 's'}"
potential,9,8,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'a', 'i', 'p', 'l', 'o']",set()
give,4,12,8,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'l', 'n', 't', 'w', 'd', 'v', 'f', 'g']","{'t', 'r', 'f', 'n', 'd', 'a', 'w', 'l'}"
beach,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'h', 't', 'c', 'b']","{'r', 't'}"
string,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'r', 's', 'p', 't']","{'e', 'p'}"
then,4,6,2,5000EnglishWordsFrequency.txt,"['e', 't', 'h', 'm', 'y', 'n']","{'y', 'm'}"
oil,3,9,6,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'd', 'r', 'w', 'i', 'l']","{'e', 't', 'r', 'd', 'a', 'w'}"
descend,7,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 's', 'c', 'd']",{'r'}
lab,3,8,5,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'r', 'p', 'b', 'c', 'l']","{'c', 't', 'r', 'y', 'p'}"
availability,12,7,0,5000EnglishWordsFrequency.txt,"['i', 't', 'b', 'v', 'y', 'a', 'l']",set()
cake,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'c', 'g', 'v', 'k']","{'t', 'r', 'v', 'g', 'm', 's'}"
expedition,10,8,0,5000EnglishWordsFrequency.txt,"['i', 't', 'n', 'p', 'e', 'd', 'o', 'x']",set()
segment,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 's', 't', 'g', 'm']",{'r'}
extent,6,4,0,5000EnglishWordsFrequency.txt,"['e', 't', 'x', 'n']",set()
nutrient,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'u', 't', 'r', 'i']",set()
relax,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'd', 'r', 'x']",{'d'}
personnel,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'p', 'l', 'o', 's']",set()
market,6,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'a', 'm', 'k']",set()
cook,4,9,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'd', 'r', 'k', 'b', 'h', 'c']","{'e', 'h', 'b', 'r', 'd', 'l'}"
edition,7,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'i', 'd', 'o']",set()
lay,3,11,8,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'p', 'w', 'd', 'm', 'h', 'b', 'g', 'l']","{'h', 't', 'b', 'g', 'd', 'm', 'w', 'p'}"
jet,3,12,9,5000EnglishWordsFrequency.txt,"['a', 'e', 't', 'w', 'n', 'g', 'l', 'y', 'p', 's', 'b', 'j']","{'b', 'g', 'y', 'n', 'a', 'w', 'p', 'l', 's'}"
consider,8,9,1,5000EnglishWordsFrequency.txt,"['e', 'r', 's', 'o', 'c', 'n', 'u', 'd', 'i']",{'u'}
